Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
South America,Chile,Food,Online,Critical,2023-09-18,7749,2023-09-27,9212,275.53,206.04,2538182.36,1898040.48,640141.88
South America,Chile,Office Supplies,Offline,Medium,2022-05-05,7750,2022-05-09,5614,911.48,666.82,5117048.72,3743527.48,1373521.24
Oceania,Fiji,Clothing,Offline,Low,2021-09-18,7751,2021-09-25,7559,991.73,625.25,7496487.07,4726264.75,2770222.32
Oceania,Fiji,Furniture,Online,Critical,2022-09-08,7752,2022-09-22,1940,644.44,309.67,1250213.6,600759.8,649453.8
North America,United States,Electronics,Online,High,2025-10-19,7753,2025-11-02,8122,347.54,195.52,2822719.88,1588013.44,1234706.44
South America,Argentina,Electronics,Offline,Medium,2024-06-11,7754,2024-06-13,7350,22.26,13.02,163611.0,95697.0,67914.0
Asia,South Korea,Electronics,Offline,Critical,2023-10-18,7755,2023-10-21,366,647.37,420.6,236937.42,153939.6,82997.82
Africa,South Africa,Furniture,Offline,Low,2022-08-26,7756,2022-09-08,122,740.6,544.2,90353.2,66392.4,23960.8
Africa,Kenya,Office Supplies,Offline,Critical,2026-08-06,7757,2026-08-14,893,863.37,633.31,770989.41,565545.83,205443.58
Oceania,Australia,Clothing,Online,Medium,2022-08-08,7758,2022-08-22,7503,264.79,165.26,1986719.37,1239945.78,746773.59
Europe,Germany,Food,Online,Critical,2023-11-26,7759,2023-12-09,9989,122.18,74.01,1220456.02,739285.89,481170.13
Oceania,Fiji,Cosmetics,Offline,High,2025-11-08,7760,2025-11-21,5304,408.69,296.4,2167691.76,1572105.6,595586.16
Africa,Egypt,Electronics,Offline,Medium,2022-04-15,7761,2022-04-28,4982,137.42,70.46,684626.44,351031.72,333594.72
Oceania,New Zealand,Office Supplies,Offline,Medium,2026-07-02,7762,2026-07-06,8912,897.56,671.87,7999054.72,5987705.44,2011349.28
South America,Argentina,Cosmetics,Offline,Critical,2025-04-12,7763,2025-04-19,6344,99.93,45.69,633955.92,289857.36,344098.56
Asia,China,Electronics,Offline,Medium,2021-10-14,7764,2021-10-19,5894,218.81,157.61,1289666.14,928953.34,360712.8
South America,Argentina,Office Supplies,Offline,High,2023-03-04,7765,2023-03-12,2118,583.71,436.68,1236297.78,924888.24,311409.54
Oceania,Fiji,Electronics,Online,Medium,2023-04-15,7766,2023-04-20,3044,700.07,381.36,2131013.08,1160859.84,970153.24
North America,United States,Clothing,Online,High,2025-05-13,7767,2025-05-22,7026,31.9,24.81,224129.4,174315.06,49814.34
Oceania,Australia,Office Supplies,Online,Low,2024-02-13,7768,2024-02-23,6115,137.39,107.4,840139.85,656751.0,183388.85
Asia,India,Food,Online,High,2025-08-24,7769,2025-08-30,8357,110.01,51.33,919353.57,428964.81,490388.76
North America,Mexico,Food,Offline,Medium,2022-06-20,7770,2022-07-04,7307,209.19,114.15,1528551.33,834094.05,694457.28
Africa,Nigeria,Food,Offline,Medium,2024-02-27,7771,2024-03-02,1846,83.06,40.99,153328.76,75667.54,77661.22
Africa,South Africa,Electronics,Offline,Medium,2025-11-23,7772,2025-12-01,6555,273.74,211.66,1794365.7,1387431.3,406934.4
North America,Canada,Food,Offline,Medium,2022-08-24,7773,2022-08-30,3110,495.97,312.14,1542466.7,970755.4,571711.3
South America,Brazil,Clothing,Online,Medium,2022-08-04,7774,2022-08-09,2165,576.89,325.33,1248966.85,704339.45,544627.4
South America,Brazil,Electronics,Offline,Medium,2023-11-04,7775,2023-11-13,7876,302.5,173.12,2382490.0,1363493.12,1018996.88
Asia,South Korea,Clothing,Online,Critical,2026-01-15,7776,2026-01-16,192,441.77,243.03,84819.84,46661.76,38158.08
Europe,Spain,Office Supplies,Online,Medium,2024-01-12,7777,2024-01-13,1715,40.35,24.23,69200.25,41554.45,27645.8
Africa,Nigeria,Office Supplies,Online,High,2026-07-13,7778,2026-07-16,1318,785.67,566.13,1035513.06,746159.34,289353.72
Europe,United Kingdom,Food,Offline,Critical,2022-04-06,7779,2022-04-19,1564,70.23,55.2,109839.72,86332.8,23506.92
Africa,Nigeria,Food,Offline,Low,2025-01-09,7780,2025-01-17,904,913.53,510.77,825831.12,461736.08,364095.04
Asia,China,Office Supplies,Online,Critical,2022-10-07,7781,2022-10-20,1156,449.54,330.75,519668.24,382347.0,137321.24
South America,Argentina,Clothing,Offline,Low,2025-02-11,7782,2025-02-19,8407,391.52,296.85,3291508.64,2495617.95,795890.69
Asia,China,Electronics,Offline,High,2022-09-21,7783,2022-09-28,8851,487.89,234.44,4318314.39,2075028.44,2243285.95
Oceania,Australia,Food,Online,Low,2024-03-10,7784,2024-03-14,4927,209.34,132.81,1031418.18,654354.87,377063.31
Asia,Singapore,Office Supplies,Online,Low,2023-06-21,7785,2023-06-30,6400,353.88,230.16,2264832.0,1473024.0,791808.0
North America,Canada,Food,Offline,Low,2025-07-09,7786,2025-07-12,1652,673.95,324.51,1113365.4,536090.52,577274.88
Oceania,New Zealand,Food,Online,Low,2023-12-24,7787,2024-01-01,2412,284.51,145.48,686238.12,350897.76,335340.36
Europe,Italy,Furniture,Offline,Low,2022-02-01,7788,2022-02-02,9811,495.62,248.64,4862527.82,2439407.04,2423120.78
North America,Canada,Food,Offline,High,2026-07-15,7789,2026-07-19,9040,407.19,325.27,3680997.6,2940440.8,740556.8
Asia,India,Office Supplies,Online,Medium,2025-07-22,7790,2025-07-24,3184,375.83,206.83,1196642.72,658546.72,538096.0
Oceania,Fiji,Food,Offline,Critical,2025-09-17,7791,2025-09-18,1209,804.8,415.53,973003.2,502375.77,470627.43
Europe,United Kingdom,Furniture,Online,Low,2022-07-04,7792,2022-07-12,4516,881.4,584.88,3980402.4,2641318.08,1339084.32
South America,Chile,Clothing,Online,Medium,2026-01-29,7793,2026-02-03,7027,617.03,339.4,4335869.81,2384963.8,1950906.01
South America,Argentina,Cosmetics,Online,Medium,2025-09-27,7794,2025-10-04,3149,952.62,513.19,2999800.38,1616035.31,1383765.07
Asia,South Korea,Cosmetics,Offline,Medium,2025-01-19,7795,2025-01-21,4740,193.73,115.0,918280.2,545100.0,373180.2
North America,Canada,Electronics,Offline,Critical,2022-01-13,7796,2022-01-19,172,254.36,143.07,43749.92,24608.04,19141.88
Europe,France,Cosmetics,Offline,Critical,2025-11-19,7797,2025-12-03,5295,921.58,477.17,4879766.1,2526615.15,2353150.95
Oceania,New Zealand,Food,Online,High,2025-12-20,7798,2026-01-02,2401,431.63,250.09,1036343.63,600466.09,435877.54
Africa,Egypt,Cosmetics,Online,Critical,2021-09-09,7799,2021-09-11,5890,132.79,85.33,782133.1,502593.7,279539.4
Asia,Singapore,Cosmetics,Offline,Low,2022-08-06,7800,2022-08-15,3752,929.29,534.91,3486696.08,2006982.32,1479713.76
Europe,Italy,Furniture,Offline,Critical,2024-04-28,7801,2024-04-30,6989,787.51,558.05,5503907.39,3900211.45,1603695.94
South America,Argentina,Electronics,Offline,Medium,2023-02-21,7802,2023-02-28,149,441.34,249.01,65759.66,37102.49,28657.17
Asia,Japan,Furniture,Online,Medium,2024-01-03,7803,2024-01-12,5348,791.68,422.22,4233904.64,2258032.56,1975872.08
South America,Chile,Electronics,Offline,Low,2025-12-10,7804,2025-12-13,2963,430.19,229.19,1274652.97,679089.97,595563.0
North America,Mexico,Cosmetics,Online,Low,2025-02-20,7805,2025-03-01,4994,954.31,700.68,4765824.14,3499195.92,1266628.22
Oceania,Australia,Electronics,Online,High,2023-07-22,7806,2023-08-03,6672,755.19,565.56,5038627.68,3773416.32,1265211.36
Oceania,New Zealand,Clothing,Offline,Critical,2025-05-17,7807,2025-05-20,5523,252.95,154.59,1397042.85,853800.57,543242.28
Asia,China,Food,Offline,Critical,2024-03-30,7808,2024-04-01,2129,216.16,125.75,460204.64,267721.75,192482.89
Asia,Singapore,Food,Offline,High,2022-02-23,7809,2022-02-27,5664,522.68,375.25,2960459.52,2125416.0,835043.52
Africa,Morocco,Clothing,Offline,High,2022-08-19,7810,2022-08-27,3058,782.88,600.97,2394047.04,1837766.26,556280.78
Europe,United Kingdom,Cosmetics,Online,Medium,2024-04-30,7811,2024-05-08,6948,876.53,587.87,6090130.44,4084520.76,2005609.68
Europe,Italy,Food,Offline,Medium,2022-11-24,7812,2022-12-04,5077,24.34,12.42,123574.18,63056.34,60517.84
Oceania,Australia,Electronics,Online,Critical,2023-12-30,7813,2024-01-13,2486,171.97,96.82,427517.42,240694.52,186822.9
North America,Mexico,Cosmetics,Online,High,2023-10-19,7814,2023-10-24,9872,202.94,129.18,2003423.68,1275264.96,728158.72
Europe,Germany,Clothing,Offline,Low,2022-07-02,7815,2022-07-13,8768,791.69,440.65,6941537.92,3863619.2,3077918.72
North America,United States,Electronics,Offline,Low,2024-06-22,7816,2024-07-03,6009,327.47,254.03,1967767.23,1526466.27,441300.96
North America,Mexico,Electronics,Offline,High,2022-05-02,7817,2022-05-16,5532,801.97,482.09,4436498.04,2666921.88,1769576.16
Asia,Japan,Furniture,Offline,Low,2026-02-03,7818,2026-02-05,984,587.09,319.96,577696.56,314840.64,262855.92
Africa,Morocco,Clothing,Online,Critical,2024-10-24,7819,2024-11-05,1277,773.13,436.47,987287.01,557372.19,429914.82
Oceania,New Zealand,Furniture,Online,Critical,2022-08-24,7820,2022-08-26,9110,76.06,55.69,692906.6,507335.9,185570.7
Oceania,Fiji,Clothing,Online,Medium,2026-05-09,7821,2026-05-10,2922,736.88,346.82,2153163.36,1013408.04,1139755.32
Europe,Italy,Food,Online,Critical,2023-07-09,7822,2023-07-22,2397,120.81,83.44,289581.57,200005.68,89575.89
Europe,France,Food,Online,Medium,2024-04-12,7823,2024-04-14,8822,895.43,419.64,7899483.46,3702064.08,4197419.38
Africa,Morocco,Cosmetics,Online,Critical,2021-08-08,7824,2021-08-18,4953,773.02,552.32,3828768.06,2735640.96,1093127.1
South America,Argentina,Office Supplies,Offline,Low,2025-11-28,7825,2025-12-05,3404,821.34,597.28,2795841.36,2033141.12,762700.24
South America,Chile,Electronics,Online,High,2025-10-19,7826,2025-10-28,8965,257.91,123.27,2312163.15,1105115.55,1207047.6
North America,Canada,Cosmetics,Online,Medium,2022-12-27,7827,2023-01-04,305,292.2,186.11,89121.0,56763.55,32357.45
Oceania,Fiji,Furniture,Online,Medium,2024-03-05,7828,2024-03-06,3983,313.94,149.6,1250423.02,595856.8,654566.22
Europe,Germany,Food,Online,Critical,2025-09-01,7829,2025-09-15,7246,76.82,45.74,556637.72,331432.04,225205.68
Africa,Morocco,Food,Offline,Medium,2024-01-30,7830,2024-02-13,8674,593.89,338.61,5151401.86,2937103.14,2214298.72
Africa,Kenya,Food,Offline,Medium,2026-06-04,7831,2026-06-11,6012,793.2,382.57,4768718.4,2300010.84,2468707.56
Europe,Germany,Food,Offline,Medium,2025-01-03,7832,2025-01-09,4822,180.48,107.67,870274.56,519184.74,351089.82
Europe,Italy,Cosmetics,Online,Critical,2022-09-08,7833,2022-09-15,5399,839.04,467.47,4529976.96,2523870.53,2006106.43
North America,Mexico,Electronics,Offline,Medium,2024-11-04,7834,2024-11-06,6599,899.8,559.47,5937780.2,3691942.53,2245837.67
Oceania,Fiji,Furniture,Offline,Low,2025-03-06,7835,2025-03-19,1218,283.58,157.97,345400.44,192407.46,152992.98
Asia,India,Electronics,Online,High,2022-02-05,7836,2022-02-10,9296,772.21,551.92,7178464.16,5130648.32,2047815.84
Asia,India,Electronics,Online,Low,2022-02-03,7837,2022-02-10,6930,736.32,362.56,5102697.6,2512540.8,2590156.8
South America,Brazil,Furniture,Online,High,2024-09-02,7838,2024-09-14,6508,760.34,582.66,4948292.72,3791951.28,1156341.44
South America,Chile,Furniture,Offline,Medium,2022-10-12,7839,2022-10-15,1777,617.05,485.96,1096497.85,863550.92,232946.93
Asia,China,Cosmetics,Online,Low,2023-09-08,7840,2023-09-13,7583,843.94,568.89,6399597.02,4313892.87,2085704.15
Europe,France,Clothing,Offline,Low,2025-08-18,7841,2025-08-22,5078,628.34,346.9,3190710.52,1761558.2,1429152.32
Asia,India,Electronics,Online,Medium,2022-10-31,7842,2022-11-05,8291,533.05,246.4,4419517.55,2042902.4,2376615.15
Asia,Japan,Office Supplies,Online,Low,2022-10-23,7843,2022-10-26,6060,634.17,381.72,3843070.2,2313223.2,1529847.0
South America,Chile,Office Supplies,Offline,Critical,2024-06-12,7844,2024-06-22,1167,357.03,283.76,416654.01,331147.92,85506.09
Africa,Nigeria,Clothing,Online,Critical,2025-05-05,7845,2025-05-13,9897,593.79,296.48,5876739.63,2934262.56,2942477.07
Oceania,Fiji,Furniture,Online,Medium,2025-11-06,7846,2025-11-19,1074,46.95,33.77,50424.3,36268.98,14155.32
Europe,France,Office Supplies,Offline,Medium,2021-10-14,7847,2021-10-23,4894,724.76,481.17,3546975.44,2354845.98,1192129.46
South America,Chile,Electronics,Online,Low,2023-07-28,7848,2023-07-29,719,27.78,14.96,19973.82,10756.24,9217.58
Asia,Singapore,Office Supplies,Online,High,2025-06-19,7849,2025-06-21,9357,852.19,458.85,7973941.83,4293459.45,3680482.38
Europe,United Kingdom,Clothing,Online,High,2025-10-01,7850,2025-10-06,590,250.58,163.87,147842.2,96683.3,51158.9
Asia,Japan,Furniture,Online,Low,2021-12-17,7851,2021-12-22,9326,17.13,12.32,159754.38,114896.32,44858.06
South America,Colombia,Food,Online,Critical,2021-11-13,7852,2021-11-26,5502,859.52,457.33,4729079.04,2516229.66,2212849.38
Europe,France,Cosmetics,Offline,High,2022-05-28,7853,2022-06-11,272,816.38,643.23,222055.36,174958.56,47096.8
Asia,China,Electronics,Online,Medium,2025-01-23,7854,2025-02-04,2544,213.78,119.36,543856.32,303651.84,240204.48
Asia,China,Furniture,Online,High,2022-12-29,7855,2023-01-04,1525,746.81,476.5,1138885.25,726662.5,412222.75
Asia,Singapore,Furniture,Offline,Medium,2022-11-20,7856,2022-11-27,8048,67.3,50.84,541630.4,409160.32,132470.08
South America,Chile,Clothing,Offline,High,2023-06-04,7857,2023-06-12,8863,107.63,54.66,953924.69,484451.58,469473.11
North America,United States,Electronics,Offline,Critical,2024-07-20,7858,2024-07-31,7411,14.16,8.49,104939.76,62919.39,42020.37
South America,Colombia,Office Supplies,Online,High,2025-08-29,7859,2025-09-05,1394,854.01,622.97,1190489.94,868420.18,322069.76
Asia,China,Cosmetics,Offline,High,2026-07-21,7860,2026-07-24,226,37.52,25.32,8479.52,5722.32,2757.2
North America,Canada,Electronics,Offline,High,2023-10-10,7861,2023-10-15,5978,636.96,340.99,3807746.88,2038438.22,1769308.66
Oceania,Fiji,Furniture,Online,Medium,2026-05-24,7862,2026-05-29,7725,710.02,544.49,5484904.5,4206185.25,1278719.25
North America,Mexico,Cosmetics,Offline,Low,2024-04-17,7863,2024-05-01,7605,691.55,477.56,5259237.75,3631843.8,1627393.95
Europe,Spain,Clothing,Offline,Medium,2023-11-29,7864,2023-12-04,2463,160.74,73.24,395902.62,180390.12,215512.5
Oceania,New Zealand,Clothing,Online,Medium,2024-07-12,7865,2024-07-22,2624,135.1,90.28,354502.4,236894.72,117607.68
South America,Colombia,Electronics,Offline,High,2021-11-14,7866,2021-11-19,2714,655.02,377.21,1777724.28,1023747.94,753976.34
Africa,Kenya,Furniture,Online,Medium,2025-10-29,7867,2025-10-31,6421,727.32,567.78,4670121.72,3645715.38,1024406.34
Oceania,New Zealand,Clothing,Online,Medium,2022-01-06,7868,2022-01-07,4604,624.7,436.29,2876118.8,2008679.16,867439.64
Europe,France,Food,Online,Critical,2022-03-19,7869,2022-03-23,4831,900.46,607.13,4350122.26,2933045.03,1417077.23
Asia,South Korea,Electronics,Offline,High,2022-03-01,7870,2022-03-02,3837,800.08,567.46,3069906.96,2177344.02,892562.94
North America,Mexico,Food,Online,Medium,2023-08-29,7871,2023-09-06,5052,181.3,125.47,915927.6,633874.44,282053.16
Africa,Morocco,Furniture,Online,High,2023-12-09,7872,2023-12-19,5446,94.56,52.39,514973.76,285315.94,229657.82
Africa,Egypt,Electronics,Online,Medium,2022-12-25,7873,2023-01-03,5521,716.26,403.49,3954471.46,2227668.29,1726803.17
Europe,Italy,Cosmetics,Offline,High,2026-07-25,7874,2026-07-30,9700,672.66,448.65,6524802.0,4351905.0,2172897.0
Asia,India,Furniture,Offline,Low,2024-04-21,7875,2024-05-02,2457,784.72,416.77,1928057.04,1024003.89,904053.15
Europe,United Kingdom,Food,Online,Medium,2024-02-21,7876,2024-02-25,4300,733.18,360.59,3152674.0,1550537.0,1602137.0
North America,Mexico,Food,Online,Medium,2023-07-04,7877,2023-07-16,6411,837.15,569.42,5366968.65,3650551.62,1716417.03
Africa,South Africa,Clothing,Online,Medium,2022-09-05,7878,2022-09-18,6260,933.32,654.52,5842583.2,4097295.2,1745288.0
Oceania,Fiji,Clothing,Offline,Medium,2021-12-10,7879,2021-12-15,2820,269.33,129.68,759510.6,365697.6,393813.0
North America,Canada,Office Supplies,Online,Medium,2025-10-06,7880,2025-10-18,5008,648.82,481.58,3249290.56,2411752.64,837537.92
Africa,South Africa,Office Supplies,Online,Low,2025-04-12,7881,2025-04-14,816,757.65,595.45,618242.4,485887.2,132355.2
Africa,Kenya,Electronics,Online,Low,2025-10-07,7882,2025-10-10,3846,35.71,22.91,137340.66,88111.86,49228.8
Europe,Spain,Clothing,Offline,Critical,2024-09-05,7883,2024-09-19,465,41.72,27.55,19399.8,12810.75,6589.05
North America,United States,Furniture,Offline,Medium,2023-08-14,7884,2023-08-24,6647,888.77,560.58,5907654.19,3726175.26,2181478.93
Oceania,New Zealand,Food,Online,Low,2024-10-14,7885,2024-10-23,5137,873.88,416.63,4489121.56,2140228.31,2348893.25
Asia,Singapore,Office Supplies,Offline,Critical,2024-08-05,7886,2024-08-10,3628,899.38,546.0,3262950.64,1980888.0,1282062.64
North America,Canada,Office Supplies,Offline,Critical,2024-07-26,7887,2024-07-27,5560,603.66,475.34,3356349.6,2642890.4,713459.2
Asia,China,Electronics,Offline,Medium,2024-11-01,7888,2024-11-06,721,131.0,82.53,94451.0,59504.13,34946.87
Asia,Singapore,Clothing,Offline,Medium,2024-06-22,7889,2024-07-04,2276,434.94,282.68,989923.44,643379.68,346543.76
Asia,India,Clothing,Online,Critical,2022-12-25,7890,2022-12-30,7715,675.73,430.07,5213256.95,3317990.05,1895266.9
Asia,Singapore,Electronics,Online,Medium,2023-06-07,7891,2023-06-21,7569,498.15,336.82,3770497.35,2549390.58,1221106.77
Europe,Italy,Cosmetics,Offline,Medium,2022-03-26,7892,2022-03-30,306,388.16,237.94,118776.96,72809.64,45967.32
Oceania,New Zealand,Food,Online,Medium,2022-10-27,7893,2022-10-30,6147,963.42,741.83,5922142.74,4560029.01,1362113.73
Oceania,Fiji,Food,Offline,High,2022-08-11,7894,2022-08-23,5429,903.84,454.71,4906947.36,2468620.59,2438326.77
Europe,United Kingdom,Cosmetics,Offline,High,2021-11-18,7895,2021-11-27,9598,425.15,255.29,4080589.7,2450273.42,1630316.28
Europe,Spain,Cosmetics,Online,Medium,2023-09-09,7896,2023-09-12,3719,793.61,606.92,2951435.59,2257135.48,694300.11
Asia,Japan,Electronics,Online,High,2025-11-23,7897,2025-11-24,1746,785.66,520.64,1371762.36,909037.44,462724.92
Asia,Japan,Electronics,Online,High,2022-11-22,7898,2022-11-25,4069,452.95,252.29,1843053.55,1026568.01,816485.54
South America,Brazil,Electronics,Offline,Low,2025-12-13,7899,2025-12-14,7111,451.34,284.71,3209478.74,2024572.81,1184905.93
North America,United States,Food,Offline,Low,2025-10-30,7900,2025-11-03,2326,555.94,353.11,1293116.44,821333.86,471782.58
South America,Argentina,Electronics,Online,Low,2022-08-05,7901,2022-08-07,7267,230.94,140.81,1678240.98,1023266.27,654974.71
Africa,Egypt,Furniture,Online,High,2022-05-10,7902,2022-05-21,4479,456.28,286.62,2043678.12,1283770.98,759907.14
South America,Argentina,Electronics,Offline,High,2024-07-23,7903,2024-08-02,7404,907.35,693.33,6718019.4,5133415.32,1584604.08
Europe,Spain,Clothing,Online,Critical,2025-02-27,7904,2025-03-13,815,351.68,278.99,286619.2,227376.85,59242.35
North America,Mexico,Electronics,Offline,Critical,2024-05-14,7905,2024-05-25,8304,21.47,12.65,178286.88,105045.6,73241.28
North America,United States,Cosmetics,Offline,High,2022-06-28,7906,2022-07-04,4341,594.7,463.61,2581592.7,2012531.01,569061.69
North America,Canada,Office Supplies,Offline,Medium,2022-04-23,7907,2022-05-07,7564,786.51,594.5,5949161.64,4496798.0,1452363.64
Oceania,Australia,Cosmetics,Online,Medium,2021-11-19,7908,2021-11-22,5102,957.95,486.14,4887460.9,2480286.28,2407174.62
South America,Brazil,Furniture,Online,Critical,2023-03-01,7909,2023-03-07,3455,164.74,83.64,569176.7,288976.2,280200.5
North America,United States,Office Supplies,Online,Medium,2021-12-02,7910,2021-12-06,8066,519.9,348.32,4193513.4,2809549.12,1383964.28
Europe,Italy,Office Supplies,Offline,Medium,2022-11-04,7911,2022-11-05,3237,457.19,236.91,1479924.03,766877.67,713046.36
South America,Brazil,Office Supplies,Online,Low,2021-08-21,7912,2021-09-02,1700,317.83,178.38,540311.0,303246.0,237065.0
Europe,France,Electronics,Offline,Low,2025-02-16,7913,2025-02-19,42,972.52,678.51,40845.84,28497.42,12348.42
Asia,China,Cosmetics,Offline,Critical,2022-05-01,7914,2022-05-03,8448,89.96,68.08,759982.08,575139.84,184842.24
